product,price,url,region,seller,currency,country,domain,created_at,pic,company_id,keyword
SEMILLA MAIZ TYSON SYNGENTA x 25.000 Un.,,https://mercadoagrario.com/producto/semilla-maiz-tyson-syngenta-x-25-000-u/,LATAM,mercadoagrario,$,Argentina,https://www.mercadoagrario.com,06-12-2023,"https://mercadoagrario.com/wp-content/uploads/2021/06/CHOCLO-TYSON.jpg,https://mercadoagrario.com/wp-content/uploads/2021/06/SYNGENTA.jpg",,
